Pop	estimate	statistic	p.value	parameter	conf.low	conf.high	method	alternative	Pop1	mean_diff	iter	m	h2
ALL	0.327640668549032	60.062438707419	0	29998	0.317501886403646	0.337704548069866	Pearson's product-moment correlation	two.sided	ALL	3.42548225564726e-15	65	200	0.67
EAS	0.381853085856726	41.3119867871445	0	9998	0.36498468798704	0.398470861576424	Pearson's product-moment correlation	two.sided	EAS	1.34723704846683e-14	65	200	0.67
EUR	0.758685850459024	116.448264981064	0	9998	0.750242102425539	0.766882155974465	Pearson's product-moment correlation	two.sided	EUR	-1.61209082107788e-15	65	200	0.67
AFR	0.142940195255916	14.4408787066114	8.4507598877803e-47	9998	0.123686650453153	0.162086158544039	Pearson's product-moment correlation	two.sided	AFR	-1.42327741931535e-15	68	200	0.67
ALL	0.142796657469176	24.9883616933695	2.03791536379864e-136	29998	0.131693518049001	0.153863972130874	Pearson's product-moment correlation	two.sided	ALL	-2.80746233462103e-15	68	200	0.67
EAS	0.0464158408517831	4.64612748100243	3.42545250774603e-06	9998	0.026840188811539	0.0659559072213062	Pearson's product-moment correlation	two.sided	EAS	6.5290383776534e-17	68	200	0.67
EUR	0.282159727104326	29.4080763455035	2.1715192317618e-182	9998	0.264019778993362	0.300100138186286	Pearson's product-moment correlation	two.sided	EUR	-7.08139571693701e-15	68	200	0.67
AFR	0.158828703413148	16.0854684237183	1.69402892857366e-57	9998	0.139663413116712	0.177875038866461	Pearson's product-moment correlation	two.sided	AFR	-1.43455527405051e-16	69	200	0.67
ALL	0.505798508223928	101.551943007217	0	29998	0.497329073632832	0.514171543496381	Pearson's product-moment correlation	two.sided	ALL	3.73011966321651e-16	69	200	0.67
EAS	0.867429925369781	174.319535319276	0	9998	0.862493703578922	0.87220110495829	Pearson's product-moment correlation	two.sided	EAS	1.47983408838558e-15	69	200	0.67
EUR	0.867972444761926	174.761184938137	0	9998	0.863054942198568	0.872725429887613	Pearson's product-moment correlation	two.sided	EUR	-2.22887919058834e-16	69	200	0.67
AFR	0.0488281101681947	4.88815331798798	1.03368799337304e-06	9998	0.0292560392013292	0.0683627546639764	Pearson's product-moment correlation	two.sided	AFR	2.74705761610372e-15	71	200	0.67
ALL	0.0952093452425846	16.5654449398695	2.32169323252868e-61	29998	0.083983887941793	0.106410640335971	Pearson's product-moment correlation	two.sided	ALL	1.04601812837666e-14	71	200	0.67
EAS	0.0659129142195539	6.60499561950859	4.17747076730385e-11	9998	0.0463727530719821	0.0854026527282504	Pearson's product-moment correlation	two.sided	EAS	-1.87247373175211e-14	71	200	0.67
EUR	0.49431598752574	56.8591535317645	0	9998	0.479360260748176	0.508984694189208	Pearson's product-moment correlation	two.sided	EUR	4.750040287862e-14	71	200	0.67
AFR	0.421259061208893	46.4437304993512	0	9998	0.405002982200858	0.437248895158825	Pearson's product-moment correlation	two.sided	AFR	-2.58653635619097e-15	72	200	0.67
ALL	0.437876756892166	84.3570608838905	0	29998	0.428684945159315	0.446977927134076	Pearson's product-moment correlation	two.sided	ALL	3.30865154542291e-15	72	200	0.67
EAS	0.780356156877271	124.77755316764	0	9998	0.772572612252429	0.787905189196493	Pearson's product-moment correlation	two.sided	EAS	1.40728233218393e-14	72	200	0.67
EUR	0.47620055643588	54.1491029078114	0	9998	0.460902348108744	0.491215831914541	Pearson's product-moment correlation	two.sided	EUR	-1.47323573975824e-15	72	200	0.67
AFR	0.291661151980802	30.4887994529172	2.65174830536171e-195	9998	0.273625282521437	0.309491986593026	Pearson's product-moment correlation	two.sided	AFR	-1.42306351977924e-15	76	200	0.67
ALL	0.261416585899278	46.9083595087902	0	29998	0.250842682174209	0.271928115235287	Pearson's product-moment correlation	two.sided	ALL	2.58484059329418e-15	76	200	0.67
EAS	0.100646014621131	10.1149556788459	6.18154764802092e-24	9998	0.081206137443427	0.12000934591502	Pearson's product-moment correlation	two.sided	EAS	-2.00189996144799e-17	76	200	0.67
EUR	0.485929803036747	55.5929528301967	0	9998	0.470813886028415	0.50076050075553	Pearson's product-moment correlation	two.sided	EUR	9.15854624940465e-15	76	200	0.67
AFR	0.298338416774629	31.2541680883646	1.11003913761573e-204	9998	0.280377843272472	0.316090164128593	Pearson's product-moment correlation	two.sided	AFR	-6.3697403471577e-16	80	200	0.67
ALL	0.37967213885559	71.0814516412016	0	29998	0.36994561351923	0.389315444672224	Pearson's product-moment correlation	two.sided	ALL	-2.06537704464784e-15	80	200	0.67
EAS	0.185436302193598	18.8690348947097	4.6145911803e-78	9998	0.166441173372202	0.204293853009206	Pearson's product-moment correlation	two.sided	EAS	1.11678763296558e-15	80	200	0.67
EUR	0.827766186808387	147.517899715198	0	9998	0.821494265856353	0.833837842181092	Pearson's product-moment correlation	two.sided	EUR	-6.61989450886566e-15	80	200	0.67
AFR	0.0549278752324327	5.50054224978727	3.87951941946529e-08	9998	0.0353658797898888	0.0744477954675754	Pearson's product-moment correlation	two.sided	AFR	6.84083757522547e-17	81	200	0.67
ALL	0.0795996233670413	13.8304849110745	2.26819151317747e-43	29998	0.0683452448403884	0.0908337454987759	Pearson's product-moment correlation	two.sided	ALL	-1.76727058455557e-16	81	200	0.67
EAS	0.0265137978402628	2.6520469666172	0.00801316880489215	9998	0.00691732257902691	0.0460899161899271	Pearson's product-moment correlation	two.sided	EAS	5.20126121111088e-16	81	200	0.67
EUR	0.290100896581606	30.3106664104435	3.79014275074367e-193	9998	0.272047689163507	0.307949963742537	Pearson's product-moment correlation	two.sided	EUR	-1.11744676012382e-15	81	200	0.67
AFR	0.483332481456811	55.2049111322937	0	9998	0.468167526512409	0.498212806929823	Pearson's product-moment correlation	two.sided	AFR	-1.20464776392007e-16	82	200	0.67
ALL	0.681152482704827	161.137054718149	0	29998	0.675039667808592	0.687171784691284	Pearson's product-moment correlation	two.sided	ALL	6.77773540168297e-16	82	200	0.67
EAS	0.684952434786641	94.0015670270162	0	9998	0.674406348015163	0.695219107849926	Pearson's product-moment correlation	two.sided	EAS	1.90722379566927e-15	82	200	0.67
EUR	0.95202289100685	311.060214174288	0	9998	0.950152394178705	0.953824860656051	Pearson's product-moment correlation	two.sided	EUR	2.5319247566602e-16	82	200	0.67
AFR	0.167113525713764	16.9480100309248	1.52869561327832e-63	9998	0.147998214510117	0.186104023747454	Pearson's product-moment correlation	two.sided	AFR	1.87299308007649e-16	84	200	0.67
ALL	0.340313461189182	62.6835057601868	0	29998	0.33026937744656	0.350280482830261	Pearson's product-moment correlation	two.sided	ALL	5.42010097172994e-16	84	200	0.67
EAS	0.393868101229601	42.8462646376254	0	9998	0.377179799821855	0.410300714398141	Pearson's product-moment correlation	two.sided	EAS	-1.76435365070119e-16	84	200	0.67
EUR	0.635932774699054	82.3937474284398	0	9998	0.624111838676823	0.647462658469984	Pearson's product-moment correlation	two.sided	EUR	1.61300597580289e-15	84	200	0.67
AFR	0.12023418337769	12.1100677306444	1.60279501919864e-33	9998	0.100871827764573	0.139505494952108	Pearson's product-moment correlation	two.sided	AFR	8.83753031692691e-17	85	200	0.67
ALL	0.13535983876036	23.6620034237263	1.18341286888287e-122	29998	0.124234191096606	0.146451455710422	Pearson's product-moment correlation	two.sided	ALL	2.05535564628645e-15	85	200	0.67
EAS	0.0514760774183848	5.15392588651605	2.59960915120278e-07	9998	0.0319082007078315	0.0710045085065434	Pearson's product-moment correlation	two.sided	EAS	-3.00000694520241e-15	85	200	0.67
EUR	0.286597090887534	29.9115985512745	2.33692482389877e-188	9998	0.268505301905182	0.304486760393967	Pearson's product-moment correlation	two.sided	EUR	9.08537942009282e-15	85	200	0.67
AFR	0.0225755464578628	2.25790432881404	0.0239730970366453	9998	0.00297679363420295	0.0421569627505339	Pearson's product-moment correlation	two.sided	AFR	1.57586328751805e-14	88	200	0.67
ALL	0.0289469378390754	5.01569140559627	5.31443166679902e-07	29998	0.0176367748380451	0.0402496937113418	Pearson's product-moment correlation	two.sided	ALL	6.34883882312492e-15	88	200	0.67
EAS	0.0128732656242074	1.28730449442017	0.198017977015872	9998	-0.00672850209275875	0.0324651441215714	Pearson's product-moment correlation	two.sided	EAS	8.24866243763641e-16	88	200	0.67
EUR	0.121381000320241	12.2272948935567	3.89341444184293e-34	9998	0.102023652351385	0.140646461686369	Pearson's product-moment correlation	two.sided	EUR	2.23402203583089e-15	88	200	0.67
AFR	0.0309343571097744	3.09460737453545	0.00197617737593173	9998	0.0113411634315594	0.0505038058683204	Pearson's product-moment correlation	two.sided	AFR	2.32324652137822e-15	3	500	0.67
ALL	0.0576616313286951	10.003598743431	1.59983990758285e-23	29998	0.0463759512963682	0.0689325932521124	Pearson's product-moment correlation	two.sided	ALL	1.68499358978834e-15	3	500	0.67
EAS	0.246628831598132	25.446457460384	1.85066360447111e-138	9998	0.22813153629383	0.2649481574776	Pearson's product-moment correlation	two.sided	EAS	-7.84035720190462e-16	3	500	0.67
EUR	0.336604537886162	35.7428204013371	2.01315194335427e-263	9998	0.31910978592293	0.353869960552981	Pearson's product-moment correlation	two.sided	EUR	3.48555398953232e-15	3	500	0.67
AFR	0.209793232398668	21.4546825450688	7.21553781515013e-100	9998	0.190978458568823	0.228453908600515	Pearson's product-moment correlation	two.sided	AFR	6.99724707429322e-16	4	500	0.67
ALL	0.229347432661759	40.8106394145029	0	29998	0.218598818064726	0.240040400310239	Pearson's product-moment correlation	two.sided	ALL	-1.20151312582699e-15	4	500	0.67
EAS	0.40529416005549	44.3294343648953	0	9998	0.388782498093466	0.421545559013751	Pearson's product-moment correlation	two.sided	EAS	-4.15826991980242e-15	4	500	0.67
EUR	0.449830235665963	50.3614555737821	0	9998	0.434057118846734	0.465327649469389	Pearson's product-moment correlation	two.sided	EUR	-1.42666632935824e-16	4	500	0.67
AFR	0.423125567085512	46.6942686948147	0	9998	0.406900037393394	0.439084184290369	Pearson's product-moment correlation	two.sided	AFR	8.51489237056529e-16	7	500	0.67
ALL	0.422120501005775	80.6483994765113	0	29998	0.412776265261001	0.43137589209312	Pearson's product-moment correlation	two.sided	ALL	-4.55261106523347e-16	7	500	0.67
EAS	0.279941388010914	29.1571258937492	1.90325107942941e-179	9998	0.261777658198041	0.29790688144368	Pearson's product-moment correlation	two.sided	EAS	3.26739249026343e-15	7	500	0.67
EUR	0.50987721509132	59.2650846830785	0	9998	0.495226252582183	0.524238242533194	Pearson's product-moment correlation	two.sided	EUR	-5.48190157953791e-15	7	500	0.67
AFR	0.194888776280811	19.8678884741207	3.50528389529725e-86	9998	0.175960847446203	0.213672652293969	Pearson's product-moment correlation	two.sided	AFR	5.68681766174167e-15	10	500	0.67
ALL	0.25876309082226	46.3978612752827	0	29998	0.248173840333339	0.269290508588762	Pearson's product-moment correlation	two.sided	ALL	6.18012124765574e-16	10	500	0.67
EAS	0.430755111576529	47.7259721074414	0	9998	0.414655911081421	0.446584742366125	Pearson's product-moment correlation	two.sided	EAS	-9.12568425773946e-16	10	500	0.67
EUR	0.5004508269878	57.7986868552648	0	9998	0.485614082998909	0.514999334825126	Pearson's product-moment correlation	two.sided	EUR	-2.91732278322209e-15	10	500	0.67
AFR	0.222013683684839	22.767340107283	6.55916261872463e-112	9998	0.203298262767852	0.240566930599681	Pearson's product-moment correlation	two.sided	AFR	2.88878589018576e-16	14	500	0.67
ALL	0.209595715130158	37.1264810428664	5.05928085184572e-295	29998	0.198751167561618	0.220388942816981	Pearson's product-moment correlation	two.sided	ALL	-2.26222015205427e-15	14	500	0.67
EAS	0.131635072922277	13.2777304528772	6.77844172183339e-40	9998	0.112324807285474	0.150845951824177	Pearson's product-moment correlation	two.sided	EAS	3.91399673359705e-15	14	500	0.67
EUR	0.437312189396886	48.6226742112483	0	9998	0.421323429774412	0.453029187884644	Pearson's product-moment correlation	two.sided	EUR	-1.09484008881458e-14	14	500	0.67
AFR	0.0168620677270539	1.68627788976881	0.0917734879489287	9998	-0.00273890747771616	0.0364500910576359	Pearson's product-moment correlation	two.sided	AFR	7.20507402113442e-16	15	500	0.67
ALL	0.0678828347528295	11.7844431227628	5.52375713032535e-32	29998	0.0566103803396875	0.0791379844045648	Pearson's product-moment correlation	two.sided	ALL	1.15552250814526e-15	15	500	0.67
EAS	0.246921769923191	25.4786432117962	8.56190523864219e-139	9998	0.228427215455281	0.265238170999429	Pearson's product-moment correlation	two.sided	EAS	7.19833839819719e-16	15	500	0.67
EUR	0.263282491598366	27.2883835957545	3.30757248191545e-158	9998	0.244946432207487	0.281430281366129	Pearson's product-moment correlation	two.sided	EUR	2.02703042136263e-15	15	500	0.67
AFR	0.187895618633872	19.1283783128554	3.9188390763129e-80	9998	0.168917632963153	0.206734334194722	Pearson's product-moment correlation	two.sided	AFR	-5.48818542694951e-16	18	500	0.67
ALL	0.279200485375899	50.3600054946663	0	29998	0.268733586427714	0.289601454049689	Pearson's product-moment correlation	two.sided	ALL	6.3341042412751e-16	18	500	0.67
EAS	0.322922161599716	34.1167750305866	2.0173623155768e-241	9998	0.305254135674385	0.340367941818126	Pearson's product-moment correlation	two.sided	EAS	3.55729546229369e-15	18	500	0.67
EUR	0.639905512024933	83.2635201522444	0	9998	0.628184250019595	0.651336395358987	Pearson's product-moment correlation	two.sided	EUR	-1.08809575221226e-15	18	500	0.67
AFR	0.0213669253711595	2.13696672413801	0.0326248953218317	9998	0.00176759562611964	0.0409498458549495	Pearson's product-moment correlation	two.sided	AFR	-3.21729080009214e-17	22	500	0.67
ALL	0.0493371885427683	8.55558604191475	1.22766258888564e-17	29998	0.0380424874018597	0.0606192851326399	Pearson's product-moment correlation	two.sided	ALL	1.0678541384479e-16	22	500	0.67
EAS	0.115225200049473	11.598621534162	6.6016862046152e-31	9998	0.0958415807806477	0.134521463819988	Pearson's product-moment correlation	two.sided	EAS	-3.15527096637902e-16	22	500	0.67
EUR	0.25870908340853	26.7800399836493	1.22706496364272e-152	9998	0.240327646684535	0.276905046520635	Pearson's product-moment correlation	two.sided	EUR	6.6144966684201e-16	22	500	0.67
AFR	0.0368585427054876	3.68799168267063	0.00022722897113906	9998	0.0172709497558902	0.0564178547558325	Pearson's product-moment correlation	two.sided	AFR	4.68205856030135e-16	23	500	0.67
ALL	0.0494775625881495	8.5799880259412	9.93802295841753e-18	29998	0.0381830005475955	0.0607594843909703	Pearson's product-moment correlation	two.sided	ALL	-1.72568039146507e-15	23	500	0.67
EAS	0.00586520497906247	0.586471930512097	0.557571659423461	9998	-0.0137364441430915	0.0254623478697007	Pearson's product-moment correlation	two.sided	EAS	6.21049469209727e-15	23	500	0.67
EUR	0.222615235365573	22.832240761782	1.60252432876683e-112	9998	0.20390485816968	0.24116304487679	Pearson's product-moment correlation	two.sided	EUR	-1.18581522198953e-14	23	500	0.67
AFR	0.14099217872387	14.2400559311129	1.43982585617433e-45	9998	0.12172850014556	0.160149682034556	Pearson's product-moment correlation	two.sided	AFR	2.14413754221106e-16	27	500	0.67
ALL	0.240351643761175	42.8859003895441	0	29998	0.229660334910206	0.250984953811041	Pearson's product-moment correlation	two.sided	ALL	-7.73750840598238e-16	27	500	0.67
EAS	0.0593538287977939	5.9452707800107	2.85234772870238e-09	9998	0.0398000597653279	0.0788621553632428	Pearson's product-moment correlation	two.sided	EAS	-1.54103269316315e-15	27	500	0.67
EUR	0.719179182609821	103.49478164786	0	9998	0.709581344505101	0.728510200276761	Pearson's product-moment correlation	two.sided	EUR	-9.96395576723791e-16	27	500	0.67
AFR	0.309212305749703	32.5114245894691	1.69163674735464e-220	9998	0.291378157206573	0.326831585851632	Pearson's product-moment correlation	two.sided	AFR	-4.34669805032296e-16	33	500	0.67
ALL	0.411499907776925	78.1991797993994	0	29998	0.402056145428995	0.420856127850257	Pearson's product-moment correlation	two.sided	ALL	-3.0805983110315e-15	33	500	0.67
EAS	0.117128540150337	11.7928556909137	6.90822498200566e-32	9998	0.0977528841409626	0.136415437469482	Pearson's product-moment correlation	two.sided	EAS	-5.42294301776386e-15	33	500	0.67
EUR	0.708763429656615	100.460177866208	0	9998	0.698871958092794	0.718383845729308	Pearson's product-moment correlation	two.sided	EUR	-3.40320883995306e-15	33	500	0.67
AFR	0.114503073973858	11.5249632156868	1.53928935897021e-30	9998	0.0951164708487684	0.133802854475871	Pearson's product-moment correlation	two.sided	AFR	-2.76152091645276e-15	36	500	0.67
ALL	0.163871155408539	28.7713082987743	1.35472421920588e-179	29998	0.152838632536989	0.174862837559298	Pearson's product-moment correlation	two.sided	ALL	-4.75266611821457e-14	36	500	0.67
EAS	0.361178914500496	38.728593665626	7.53258065645656e-306	9998	0.344014166193302	0.378102348068301	Pearson's product-moment correlation	two.sided	EAS	-1.16953814275758e-13	36	500	0.67
EUR	0.288987350459128	30.1836953031656	1.28352975103318e-191	9998	0.270921828372389	0.306849372744275	Pearson's product-moment correlation	two.sided	EUR	-2.32206238815597e-14	36	500	0.67
AFR	0.222956269658302	22.8690467041415	7.19470111803106e-113	9998	0.204248758251925	0.241500990356621	Pearson's product-moment correlation	two.sided	AFR	4.27398713209043e-15	37	500	0.67
ALL	0.275052207240908	49.5500315296822	0	29998	0.264559702383321	0.285479599456264	Pearson's product-moment correlation	two.sided	ALL	2.94979853221143e-15	37	500	0.67
EAS	0.0755411783661645	7.57500658171934	3.90912254308283e-14	9998	0.0560240582785281	0.095000589319256	Pearson's product-moment correlation	two.sided	EAS	-1.48825050522747e-15	37	500	0.67
EUR	0.611769274030841	77.3299694987079	0	9998	0.599355913323024	0.623888471685821	Pearson's product-moment correlation	two.sided	EUR	6.60332840517934e-15	37	500	0.67
AFR	0.176418429245263	17.9211674423638	1.02332772616294e-70	9998	0.157362489393248	0.195343039436215	Pearson's product-moment correlation	two.sided	AFR	-3.0721247486036e-16	42	500	0.67
ALL	0.199202253146328	35.2073029734032	4.07855617362175e-266	29998	0.188310795820072	0.210044718716185	Pearson's product-moment correlation	two.sided	ALL	9.75562173904064e-17	42	500	0.67
EAS	0.22666349547975	23.2697207750678	1.09259767237718e-116	9998	0.207987434693428	0.245174348923107	Pearson's product-moment correlation	two.sided	EAS	3.73320840386937e-16	42	500	0.67
EUR	0.484641500100057	55.4002400701758	0	9998	0.469501225681132	0.499496845902693	Pearson's product-moment correlation	two.sided	EUR	2.24890143332257e-16	42	500	0.67
AFR	0.12199108956983	12.2896781886907	1.82382764615904e-34	9998	0.102636426742929	0.141253417862035	Pearson's product-moment correlation	two.sided	AFR	3.2673214177617e-16	45	500	0.67
ALL	0.268504857940409	48.2776928641635	0	29998	0.257972738277576	0.278973170208005	Pearson's product-moment correlation	two.sided	ALL	1.93677822893339e-15	45	500	0.67
EAS	0.237511217640281	24.4483407975638	2.90936487923609e-128	9998	0.218930320053281	0.255919919892286	Pearson's product-moment correlation	two.sided	EAS	8.2768524259575e-16	45	500	0.67
EUR	0.796543279921815	131.738005111288	0	9998	0.789265462290119	0.803597343860874	Pearson's product-moment correlation	two.sided	EUR	4.70483473686244e-15	45	500	0.67
AFR	0.339545065001678	36.0955554925658	2.67013901473318e-268	9998	0.32208852863491	0.356770787225039	Pearson's product-moment correlation	two.sided	AFR	-7.9200201084928e-16	46	500	0.67
ALL	0.364512181689902	67.7978424594064	0	29998	0.354659138870974	0.374284274786935	Pearson's product-moment correlation	two.sided	ALL	-3.90424334346231e-15	46	500	0.67
EAS	0.289022651917831	30.1877184649314	1.14819755388502e-191	9998	0.270957519470124	0.306884264234945	Pearson's product-moment correlation	two.sided	EAS	-6.31057893386768e-15	46	500	0.67
EUR	0.583183522331862	71.7833530486984	0	9998	0.570099944318276	0.59597137852436	Pearson's product-moment correlation	two.sided	EUR	-4.62035742781683e-15	46	500	0.67
AFR	0.0771516070511069	7.73745160999923	1.1122902450067e-14	9998	0.0576386969550027	0.096605592308233	Pearson's product-moment correlation	two.sided	AFR	1.03852780325084e-15	50	500	0.67
ALL	0.0996072274663432	17.3381281758958	5.14975251510937e-67	29998	0.088390917102537	0.11079828138243	Pearson's product-moment correlation	two.sided	ALL	7.91716409861253e-16	50	500	0.67
EAS	0.238439777478448	24.5496724322592	2.78625676787539e-129	9998	0.219867243037682	0.256839524316687	Pearson's product-moment correlation	two.sided	EAS	3.30870765085246e-16	50	500	0.67
EUR	0.416702897794997	45.8351636451205	0	9998	0.400372835276682	0.432768372806789	Pearson's product-moment correlation	two.sided	EUR	9.90327820291938e-16	50	500	0.67
AFR	0.33144121058599	35.1262892997012	5.49215003671745e-255	9998	0.313880191346117	0.348775540185636	Pearson's product-moment correlation	two.sided	AFR	4.40384587249622e-16	51	500	0.67
ALL	0.402266761888509	76.101160019722	0	29998	0.392738578206698	0.411708593555926	Pearson's product-moment correlation	two.sided	ALL	2.5230490894528e-16	51	500	0.67
EAS	0.405407449924316	44.3442622519288	0	9998	0.388897565577578	0.421657027117988	Pearson's product-moment correlation	two.sided	EAS	-1.1221274885849e-15	51	500	0.67
EUR	0.665071652855334	89.0497258800584	0	9998	0.653996725086093	0.675861562607482	Pearson's product-moment correlation	two.sided	EUR	1.43926338064932e-15	51	500	0.67
AFR	0.139323236014619	14.0681374484814	1.5829249271867e-44	9998	0.120050994687446	0.158490508823888	Pearson's product-moment correlation	two.sided	AFR	2.86512381311374e-14	52	500	0.67
ALL	0.136642226771078	23.8904200825896	5.67648841318703e-125	29998	0.125520370658776	0.147729741970398	Pearson's product-moment correlation	two.sided	ALL	-1.68054642176298e-14	52	500	0.67
EAS	0.22199587560526	22.7654192331699	6.83816101742389e-112	9998	0.20328030559505	0.240549283273383	Pearson's product-moment correlation	two.sided	EAS	-4.0181818968843e-14	52	500	0.67
EUR	0.0981193294962462	9.85852246336794	8.00087686760884e-23	9998	0.0786705544346967	0.117493442486541	Pearson's product-moment correlation	two.sided	EUR	-3.85108866942253e-14	52	500	0.67
AFR	0.0855605143814534	8.58668336716186	1.02856721328546e-17	9998	0.0660712453338922	0.104984526165592	Pearson's product-moment correlation	two.sided	AFR	1.40002558157715e-15	53	500	0.67
ALL	0.156694486490707	27.4788189899388	3.40908638420056e-164	29998	0.145636781549131	0.167713047003114	Pearson's product-moment correlation	two.sided	ALL	1.8461621346611e-15	53	500	0.67
EAS	0.48644401735726	55.6700046477196	0	9998	0.471337841074906	0.501264859368018	Pearson's product-moment correlation	two.sided	EAS	1.42475273115852e-15	53	500	0.67
EUR	0.424367288751178	46.8613437532493	0	9998	0.408162159990605	0.440305064768769	Pearson's product-moment correlation	two.sided	EUR	2.72599406155732e-15	53	500	0.67
AFR	0.235555741930949	24.2351760118419	3.93337878459324e-126	9998	0.21695734425089	0.253983194628012	Pearson's product-moment correlation	two.sided	AFR	-8.20899479034992e-16	55	500	0.67
ALL	0.258688046452921	46.3834401499494	0	29998	0.248098364274422	0.269215911268893	Pearson's product-moment correlation	two.sided	ALL	2.34619762447307e-16	55	500	0.67
EAS	0.26057443203075	26.9871415603431	6.77286747502265e-155	9998	0.242211402781483	0.278750844227162	Pearson's product-moment correlation	two.sided	EAS	2.23413518588012e-16	55	500	0.67
EUR	0.481503050104498	54.9327360758001	0	9998	0.466303718408414	0.496418176795649	Pearson's product-moment correlation	two.sided	EUR	1.31014756979224e-15	55	500	0.67
AFR	0.354139991933755	37.8643547407217	2.63319735856207e-293	9998	0.336878250678192	0.371163751744767	Pearson's product-moment correlation	two.sided	AFR	-3.40741413762998e-15	56	500	0.67
ALL	0.422471659857318	80.7300589915479	0	29998	0.413130759074327	0.431723674160286	Pearson's product-moment correlation	two.sided	ALL	-3.39407733124379e-16	56	500	0.67
EAS	0.521027396159713	61.0370128072012	0	9998	0.506600821611594	0.535162295977965	Pearson's product-moment correlation	two.sided	EAS	1.78642911146396e-17	56	500	0.67
EUR	0.678407578416286	92.3305958106495	0	9998	0.667685614548351	0.688848147552945	Pearson's product-moment correlation	two.sided	EUR	2.37772890569407e-15	56	500	0.67
AFR	0.0350021528491734	3.50201114906363	0.00046377611920722	9998	0.0154126566176008	0.0545647889699634	Pearson's product-moment correlation	two.sided	AFR	-1.93099740841349e-17	57	500	0.67
ALL	0.0455507558911412	7.89755682248629	2.94085489406291e-15	29998	0.0342524711796076	0.0568373992099508	Pearson's product-moment correlation	two.sided	ALL	-4.30850790519392e-16	57	500	0.67
EAS	0.0436305109985376	4.36677309438876	1.27364908969353e-05	9998	0.0240510084825546	0.063176554870415	Pearson's product-moment correlation	two.sided	EAS	5.87999701859787e-17	57	500	0.67
EUR	0.187603002318064	19.0975014764749	6.93575429327175e-80	9998	0.168622964348078	0.206443971236281	Pearson's product-moment correlation	two.sided	EUR	-1.35545693321758e-15	57	500	0.67
AFR	0.170963112292135	17.3500386699424	1.84445036229246e-66	9998	0.151871948326311	0.189926758813292	Pearson's product-moment correlation	two.sided	AFR	-1.71795249467172e-16	61	500	0.67
ALL	0.235541244183657	41.9766196157269	0	29998	0.224824544784627	0.246200967493669	Pearson's product-moment correlation	two.sided	ALL	2.36062252102591e-16	61	500	0.67
EAS	0.435086116751718	48.3171919220998	0	9998	0.419059669581653	0.45084153710704	Pearson's product-moment correlation	two.sided	EAS	1.08185487478207e-17	61	500	0.67
EUR	0.532447237747034	62.8962953207202	0	9998	0.518255685704239	0.54634564290846	Pearson's product-moment correlation	two.sided	EUR	8.65218985866833e-16	61	500	0.67
AFR	0.165667639712742	16.7972171538958	1.82994534961763e-62	9998	0.146543410428145	0.184668074502208	Pearson's product-moment correlation	two.sided	AFR	1.15337256618216e-15	62	500	0.67
ALL	0.182721174093672	32.1890913892431	1.60406062674773e-223	29998	0.171760376339148	0.193636738927475	Pearson's product-moment correlation	two.sided	ALL	-4.2521103933886e-15	62	500	0.67
EAS	0.0772049225824535	7.74283061828526	1.06648217064764e-14	9998	0.0576921536098846	0.0966587264840829	Pearson's product-moment correlation	two.sided	EAS	-6.831434662478e-15	62	500	0.67
EUR	0.453982682312505	50.9463444082008	0	9998	0.438282490386576	0.469405934954325	Pearson's product-moment correlation	two.sided	EUR	-7.05843307522054e-15	62	500	0.67
AFR	0.196497744560289	20.0384739258329	1.31693299259836e-87	9998	0.177581606951574	0.215268735111233	Pearson's product-moment correlation	two.sided	AFR	-1.61189106766962e-15	63	500	0.67
ALL	0.215597040445597	38.2405840329104	1.9186107845469e-312	29998	0.204780700345504	0.226360732104689	Pearson's product-moment correlation	two.sided	ALL	-1.40463008339748e-16	63	500	0.67
EAS	0.191095742930727	19.466401734038	7.15659954545272e-83	9998	0.172140423151532	0.209909598643131	Pearson's product-moment correlation	two.sided	EAS	-8.03026061987379e-17	63	500	0.67
EUR	0.446355730972836	49.8752076366604	0	9998	0.430522128401462	0.461914692446244	Pearson's product-moment correlation	two.sided	EUR	1.30552054940336e-15	63	500	0.67
AFR	0.313621434456743	33.0251906628625	4.16707001857088e-227	9998	0.295839892888448	0.331185705243344	Pearson's product-moment correlation	two.sided	AFR	-1.92010279204125e-15	66	500	0.67
ALL	0.347387643421852	64.163284991261	0	29998	0.337398020904802	0.357299034699901	Pearson's product-moment correlation	two.sided	ALL	2.55774141084031e-15	66	500	0.67
EAS	0.174327574144487	17.7020732346146	4.54813540236229e-69	9998	0.155257994728938	0.193267282185403	Pearson's product-moment correlation	two.sided	EAS	8.38080892661894e-15	66	500	0.67
EUR	0.592417296433634	73.5271919199799	0	9998	0.579546585524106	0.604992543624131	Pearson's product-moment correlation	two.sided	EUR	1.21588831125848e-15	66	500	0.67
AFR	0.323171475277142	34.1461854966779	8.20333800594757e-242	9998	0.305506539770015	0.340614033475574	Pearson's product-moment correlation	two.sided	AFR	2.3459602877386e-14	67	500	0.67
ALL	0.319150565676083	58.3269200880897	0	29998	0.308950396405074	0.329277324476155	Pearson's product-moment correlation	two.sided	ALL	2.59847393525388e-14	67	500	0.67
EAS	0.316135102751157	33.319148597627	6.32937405271399e-231	9998	0.298383900000067	0.333667677684015	Pearson's product-moment correlation	two.sided	EAS	4.8245391243238e-15	67	500	0.67
